"user_id","age","num_clicks","num_sessions","avg_session_duration","gender","marital_status","has_children","home_country","home_city","num_trips","num_flights","total_money_spent_hotel","avg_distance_flown","customer_segmentation","perk_per_group"
"529237","45","72","8","66.88","F","Married","Yes","usa","colorado springs","2","2","1825","2687.08","Family Travelers","Exlcusive Discount"
"529249","51","112","8","104.38","F","Married","No","usa","dallas","3","6","428","2377.22","Group Travelers","One Night Free Hotel with Flight"
"529309","42","205","8","189.75","F","Non_Married","No","usa","san antonio","5","8","4199","2463.03","Frequent Traveler","No Cancellation Fee"
"529332","33","181","9","149.89","F","Non_Married","No","usa","los angeles","3","6","1124","3925.42","Regular Travelers","Free hotel Meal"
"529332","33","181","9","149.89","F","Non_Married","No","usa","los angeles","3","6","1124","3925.42","Regular Travelers","Regular Traveler"
"529332","33","181","9","149.89","F","Non_Married","No","usa","los angeles","3","6","1124","3925.42","Solo","Free hotel Meal"
"529332","33","181","9","149.89","F","Non_Married","No","usa","los angeles","3","6","1124","3925.42","Solo","Regular Traveler"
"529338","41","188","8","174.88","O","Non_Married","No","usa","new york","5","10","2192.40","2310.29","Frequent Traveler","No Cancellation Fee"
"529362","38","339","9","914.33","F","Non_Married","No","usa","san antonio","5","10","739","5464.81","Frequent Traveler","No Cancellation Fee"
"529406","40","134","9","110.67","F","Non_Married","No","usa","new york","4","7","1318","1889.56","Regular Travelers","Free hotel Meal"
"529406","40","134","9","110.67","F","Non_Married","No","usa","new york","4","7","1318","1889.56","Regular Travelers","Regular Traveler"
"529406","40","134","9","110.67","F","Non_Married","No","usa","new york","4","7","1318","1889.56","Solo","Free hotel Meal"
"529406","40","134","9","110.67","F","Non_Married","No","usa","new york","4","7","1318","1889.56","Solo","Regular Traveler"
"529421","39","181","8","167.25","F","Non_Married","No","usa","sacramento","5","8","3258","2633.51","Frequent Traveler","No Cancellation Fee"
"529422","56","106","8","98.13","F","Married","No","usa","baltimore","2","4","489","1117.22","Group Travelers","One Night Free Hotel with Flight"
"529424","50","123","9","102.11","M","Married","Yes","usa","rochester","3","6","1470","1432.95","Family Travelers","Exlcusive Discount"
"529428","44","81","8","75.38","F","Non_Married","Yes","usa","newport news","2","2","600","458.29","Family Travelers","Exlcusive Discount"
"529436","47","124","8","115.88","F","Non_Married","No","usa","new york","6","10","2076","3575.64","Frequent Traveler","No Cancellation Fee"
"529488","45","83","9","69.44","F","Married","No","usa","sacramento","2","4","180","7496.39","Group Travelers","One Night Free Hotel with Flight"
"529501","48","127","8","117.00","M","Married","Yes","usa","houston","4","7","1560.6","1441.66","Family Travelers","Exlcusive Discount"
"529502","40","171","8","158.38","F","Married","No","usa","new york","3","6","1274.8","2461.04","Group Travelers","One Night Free Hotel with Flight"
"529510","44","104","8","96.13","F","Non_Married","Yes","usa","new york","2","4","200","2052.57","Family Travelers","Exlcusive Discount"
"529513","42","131","8","121.75","F","Non_Married","No","usa","louisville","5","6","3930","2145.78","Regular Travelers","Free hotel Meal"
"529513","42","131","8","121.75","F","Non_Married","No","usa","louisville","5","6","3930","2145.78","Regular Travelers","Regular Traveler"
"529513","42","131","8","121.75","F","Non_Married","No","usa","louisville","5","6","3930","2145.78","Solo","Free hotel Meal"
"529513","42","131","8","121.75","F","Non_Married","No","usa","louisville","5","6","3930","2145.78","Solo","Regular Traveler"
"529520","22","92","8","86.25","M","Non_Married","Yes","usa","stockton","1","2","318","4175.73","Group Travelers","One Night Free Hotel with Flight"
"529566","40","111","9","91.56","F","Non_Married","Yes","usa","fayetteville","1","2","1778.4","1905.24","Family Travelers","Exlcusive Discount"
"529602","45","371","8","1060.13","M","Married","Yes","usa","charlotte","3","6","2667","4323.40","Group Travelers","One Night Free Hotel with Flight"
"529678","41","253","9","208.89","F","Non_Married","No","usa","houston","3","6","1729.25","2452.16","Group Travelers","One Night Free Hotel with Flight"
"529689","47","113","9","92.67","F","Married","Yes","usa","san jose","4","6","5005","4271.03","Family Travelers","Exlcusive Discount"
"529695","37","166","9","137.22","F","Non_Married","No","usa","new york","5","10","1157","2410.16","Frequent Traveler","No Cancellation Fee"
"529704","68","323","9","901.78","F","Married","No","usa","dallas","2","2","1530","21700.60","Couple Travelers","One Night Free Hotel with Flight"
"529734","39","124","8","115.38","F","Married","No","usa","philadelphia","5","8","4428.00","2449.51","Frequent Traveler","No Cancellation Fee"
"529768","44","120","8","111.13","M","Married","No","usa","los angeles","4","8","605","3047.51","Frequent Traveler","No Cancellation Fee"
"529781","44","262","8","242.88","F","Married","Yes","usa","lubbock","3","2","1415","467.53","Family Travelers","Exlcusive Discount"
"529787","49","139","8","129.63","F","Married","Yes","usa","dallas","4","8","544","1363.72","Frequent Traveler","No Cancellation Fee"
"529801","43","135","8","125.50","F","Non_Married","Yes","usa","chicago","5","8","3872","1257.07","Frequent Traveler","No Cancellation Fee"
"529831","29","132","8","121.88","F","Non_Married","No","usa","dallas","5","8","4179","1806.09","Frequent Traveler","No Cancellation Fee"
"529845","37","118","10","86.80","F","Married","No","usa","cleveland","2","4","900","547.14","Couple Travelers","One Night Free Hotel with Flight"
"529879","38","255","8","238.00","F","Non_Married","No","usa","philadelphia","4","8","1301","1706.10","Frequent Traveler","No Cancellation Fee"
"529887","39","83","8","77.00","F","Non_Married","Yes","usa","houston","1","2","0","3248.31","Family Travelers","Exlcusive Discount"
"529940","66","138","9","114.00","F","Married","Yes","usa","nashville","3","4","973","1014.59","Family Travelers","Exlcusive Discount"
"529972","56","109","8","101.63","F","Married","Yes","usa","wichita","3","4","3060.0","1908.87","Group Travelers","One Night Free Hotel with Flight"
"530004","44","152","8","141.50","M","Non_Married","No","usa","cincinnati","2","4","1572","1513.45","Regular Travelers","Free hotel Meal"
"530004","44","152","8","141.50","M","Non_Married","No","usa","cincinnati","2","4","1572","1513.45","Regular Travelers","Regular Traveler"
"530004","44","152","8","141.50","M","Non_Married","No","usa","cincinnati","2","4","1572","1513.45","Solo","Free hotel Meal"
"530004","44","152","8","141.50","M","Non_Married","No","usa","cincinnati","2","4","1572","1513.45","Solo","Regular Traveler"
"530039","42","177","8","163.25","F","Non_Married","No","canada","ottawa","4","8","3812","1020.52","Frequent Traveler","No Cancellation Fee"
"530090","43","117","9","97.11","F","Non_Married","Yes","usa","bakersfield","3","5","1327.4","2104.13","Family Travelers","Exlcusive Discount"
"530118","43","158","8","147.63","F","Non_Married","No","usa","indianapolis","5","10","1418","1533.42","Frequent Traveler","No Cancellation Fee"
"530188","38","182","9","150.89","F","Non_Married","No","usa","san antonio","4","8","2965","2309.93","Frequent Traveler","No Cancellation Fee"
"530196","18","279","8","973.75","F","Non_Married","No","usa","detroit","3","2","4474.7","2788.08","Group Travelers","One Night Free Hotel with Flight"
"530199","46","334","8","1069.25","F","Married","No","usa","burlington","3","1","3494","428.97","Group Travelers","One Night Free Hotel with Flight"
"530213","49","129","9","106.78","F","Married","No","usa","houston","3","6","719","1681.53","Couple Travelers","One Night Free Hotel with Flight"
"530223","41","78","8","72.25","F","Married","No","usa","tampa","3","4","1270.8","1793.58","Couple Travelers","One Night Free Hotel with Flight"
"530240","46","150","8","140.13","F","Non_Married","Yes","usa","san antonio","2","4","1959.00","2569.62","Group Travelers","One Night Free Hotel with Flight"
"530277","47","176","8","162.75","F","Non_Married","Yes","usa","austin","5","10","2916","1631.80","Frequent Traveler","No Cancellation Fee"
"530278","55","138","8","129.25","F","Non_Married","No","usa","portland","4","8","77","1764.77","Frequent Traveler","No Cancellation Fee"
"530282","38","165","8","154.63","F","Non_Married","No","usa","chicago","5","8","1280","994.83","Frequent Traveler","No Cancellation Fee"
"530298","36","128","9","105.67","F","Non_Married","Yes","canada","winnipeg","3","4","1451.6","1831.63","Family Travelers","Exlcusive Discount"
"530315","57","121","9","99.78","M","Non_Married","No","usa","san antonio","2","4","419.10","2348.46","Regular Travelers","Free hotel Meal"
"530315","57","121","9","99.78","M","Non_Married","No","usa","san antonio","2","4","419.10","2348.46","Regular Travelers","Regular Traveler"
"530315","57","121","9","99.78","M","Non_Married","No","usa","san antonio","2","4","419.10","2348.46","Solo","Free hotel Meal"
"530315","57","121","9","99.78","M","Non_Married","No","usa","san antonio","2","4","419.10","2348.46","Solo","Regular Traveler"
"530322","46","111","8","102.75","M","Non_Married","Yes","canada","windsor","2","3","1236","1906.68","Family Travelers","Exlcusive Discount"
"530365","51","131","8","122.13","F","Married","No","usa","san antonio","2","4","581.0","1133.14","Couple Travelers","One Night Free Hotel with Flight"
"530371","32","139","8","129.88","F","Married","Yes","usa","new york","3","2","1897","3260.21","Family Travelers","Exlcusive Discount"
"530374","33","106","9","88.11","F","Married","No","usa","burlington","2","4","928.2","1469.97","Couple Travelers","One Night Free Hotel with Flight"
"530379","44","162","10","121.10","F","Married","No","usa","des moines","1","2","0","1217.53","Couple Travelers","One Night Free Hotel with Flight"
"530383","31","126","8","117.75","F","Non_Married","No","usa","oakland","3","6","529","2174.27","Regular Travelers","Free hotel Meal"
"530383","31","126","8","117.75","F","Non_Married","No","usa","oakland","3","6","529","2174.27","Regular Travelers","Regular Traveler"
"530383","31","126","8","117.75","F","Non_Married","No","usa","oakland","3","6","529","2174.27","Solo","Free hotel Meal"
"530383","31","126","8","117.75","F","Non_Married","No","usa","oakland","3","6","529","2174.27","Solo","Regular Traveler"
"530385","44","144","8","133.88","F","Married","No","canada","quebec","3","6","628","2047.28","Couple Travelers","One Night Free Hotel with Flight"
"530421","47","148","9","121.89","M","Married","No","usa","detroit","4","7","2485","2036.20","Group Travelers","One Night Free Hotel with Flight"
"530427","45","222","8","207.13","M","Non_Married","No","usa","seattle","3","4","1186.7","3612.06","Regular Travelers","Free hotel Meal"
"530427","45","222","8","207.13","M","Non_Married","No","usa","seattle","3","4","1186.7","3612.06","Regular Travelers","Regular Traveler"
"530427","45","222","8","207.13","M","Non_Married","No","usa","seattle","3","4","1186.7","3612.06","Solo","Free hotel Meal"
"530427","45","222","8","207.13","M","Non_Married","No","usa","seattle","3","4","1186.7","3612.06","Solo","Regular Traveler"
"530463","39","200","8","185.75","F","Non_Married","No","usa","seattle","6","12","3913.30","2169.17","Frequent Traveler","No Cancellation Fee"
"530468","38","115","8","106.75","F","Married","Yes","usa","tampa","4","7","2280","2633.82","Group Travelers","One Night Free Hotel with Flight"
"530514","53","274","9","407.26","F","Married","Yes","usa","san francisco","4","3","949.2","2748.06","Family Travelers","Exlcusive Discount"
"530543","39","157","8","145.75","M","Non_Married","Yes","usa","charlotte","5","10","4062","2553.68","Frequent Traveler","No Cancellation Fee"
"530563","47","144","8","133.00","M","Married","Yes","usa","phoenix","4","8","2430.8","2674.56","Frequent Traveler","No Cancellation Fee"
"530579","52","122","9","101.22","F","Married","No","usa","bakersfield","4","8","1407.8","2412.16","Frequent Traveler","No Cancellation Fee"
"530585","47","137","8","128.25","F","Non_Married","No","usa","new york","4","6","558","2101.77","Regular Travelers","Free hotel Meal"
"530585","47","137","8","128.25","F","Non_Married","No","usa","new york","4","6","558","2101.77","Regular Travelers","Regular Traveler"
"530585","47","137","8","128.25","F","Non_Married","No","usa","new york","4","6","558","2101.77","Solo","Free hotel Meal"
"530585","47","137","8","128.25","F","Non_Married","No","usa","new york","4","6","558","2101.77","Solo","Regular Traveler"
"530592","25","155","8","142.88","F","Non_Married","No","canada","toronto","4","4","4817.55","1548.50","Group Travelers","One Night Free Hotel with Flight"
"530607","28","145","8","134.13","M","Non_Married","No","canada","hamilton","2","4","912","1873.94","Regular Travelers","Free hotel Meal"
"530607","28","145","8","134.13","M","Non_Married","No","canada","hamilton","2","4","912","1873.94","Regular Travelers","Regular Traveler"
"530607","28","145","8","134.13","M","Non_Married","No","canada","hamilton","2","4","912","1873.94","Solo","Free hotel Meal"
"530607","28","145","8","134.13","M","Non_Married","No","canada","hamilton","2","4","912","1873.94","Solo","Regular Traveler"
"530625","44","127","8","117.13","F","Non_Married","Yes","usa","reno","2","4","1363","1436.56","Family Travelers","Exlcusive Discount"
"530627","40","94","8","87.88","F","Non_Married","No","usa","shreveport","3","6","795.6","1710.85","Business Traveler","Free Checking Bag"
"530645","37","189","8","177.25","F","Non_Married","No","usa","new york","6","10","637.8","2250.35","Frequent Traveler","No Cancellation Fee"
"530649","50","140","9","113.33","F","Married","No","canada","halifax","4","6","1528.80","2308.83","Group Travelers","One Night Free Hotel with Flight"
"530656","43","94","8","86.75","F","Married","No","usa","san francisco","2","3","562","2428.10","Couple Travelers","One Night Free Hotel with Flight"
"530665","39","134","8","124.75","F","Non_Married","No","usa","jacksonville","3","5","1192","1658.40","Regular Travelers","Free hotel Meal"
"530665","39","134","8","124.75","F","Non_Married","No","usa","jacksonville","3","5","1192","1658.40","Regular Travelers","Regular Traveler"
"530665","39","134","8","124.75","F","Non_Married","No","usa","jacksonville","3","5","1192","1658.40","Solo","Free hotel Meal"
"530665","39","134","8","124.75","F","Non_Married","No","usa","jacksonville","3","5","1192","1658.40","Solo","Regular Traveler"
"530666","30","125","8","116.13","F","Non_Married","No","usa","las vegas","2","4","113","2091.03","Business Traveler","Free Checking Bag"
"530667","39","441","9","997.89","F","Married","Yes","usa","san francisco","5","6","4030.00","3343.71","Group Travelers","One Night Free Hotel with Flight"
"530687","50","139","8","128.88","F","Married","Yes","usa","lubbock","4","8","1675.80","1694.56","Frequent Traveler","No Cancellation Fee"
"530719","49","133","9","110.33","F","Non_Married","No","usa","baltimore","4","7","1120.6","1287.80","Regular Travelers","Free hotel Meal"
"530719","49","133","9","110.33","F","Non_Married","No","usa","baltimore","4","7","1120.6","1287.80","Regular Travelers","Regular Traveler"
"530719","49","133","9","110.33","F","Non_Married","No","usa","baltimore","4","7","1120.6","1287.80","Solo","Free hotel Meal"
"530719","49","133","9","110.33","F","Non_Married","No","usa","baltimore","4","7","1120.6","1287.80","Solo","Regular Traveler"
"530720","43","164","8","388.76","F","Married","No","canada","london","4","8","1142.8","2848.33","Frequent Traveler","No Cancellation Fee"
"530724","41","235","10","175.80","F","Non_Married","No","canada","edmonton","7","14","1881.70","2179.97","Frequent Traveler","No Cancellation Fee"
"530739","26","151","9","125.78","F","Non_Married","No","usa","houston","1","2","798","2087.48","Regular Travelers","Free hotel Meal"
"530739","26","151","9","125.78","F","Non_Married","No","usa","houston","1","2","798","2087.48","Regular Travelers","Regular Traveler"
"530739","26","151","9","125.78","F","Non_Married","No","usa","houston","1","2","798","2087.48","Solo","Free hotel Meal"
"530739","26","151","9","125.78","F","Non_Married","No","usa","houston","1","2","798","2087.48","Solo","Regular Traveler"
"530743","56","123","8","114.75","F","Non_Married","No","usa","birmingham","3","6","936","1350.50","Group Travelers","One Night Free Hotel with Flight"
"530754","38","177","9","146.00","F","Non_Married","Yes","usa","seattle","5","8","2937","3095.47","Frequent Traveler","No Cancellation Fee"
"530773","46","104","8","97.00","F","Married","Yes","canada","calgary","3","6","5428","2579.50","Group Travelers","One Night Free Hotel with Flight"
"530775","51","74","8","69.13","F","Married","No","usa","new york","3","6","731.20","3059.96","Couple Travelers","One Night Free Hotel with Flight"
"530797","25","176","8","163.13","F","Non_Married","No","usa","indianapolis","2","4","345","2160.99","Business Traveler","Free Checking Bag"
"530801","44","111","8","104.50","M","Non_Married","Yes","canada","toronto","3","4","1308.75","3318.49","Family Travelers","Exlcusive Discount"
"530810","40","130","8","120.00","F","Married","No","canada","montreal","3","5","1452","2273.56","Couple Travelers","One Night Free Hotel with Flight"
"530811","18","130","8","120.38","F","Non_Married","Yes","canada","toronto","3","2","1195","6800.89","Group Travelers","One Night Free Hotel with Flight"
"530833","49","149","9","123.00","F","Married","Yes","usa","houston","2","2","1332","2466.56","Family Travelers","Exlcusive Discount"
"530881","37","120","8","112.50","F","Non_Married","Yes","usa","jacksonville","4","8","1667","1693.41","Frequent Traveler","No Cancellation Fee"
"530906","51","90","8","82.25","F","Married","No","usa","tacoma","1","2","551.00","3546.24","Couple Travelers","One Night Free Hotel with Flight"
"530949","39","125","8","115.25","F","Married","No","usa","amarillo","2","4","7458","1149.23","Group Travelers","One Night Free Hotel with Flight"
"530950","40","172","8","160.25","F","Non_Married","No","canada","victoria","4","6","3773","2888.52","Regular Travelers","Free hotel Meal"
"530950","40","172","8","160.25","F","Non_Married","No","canada","victoria","4","6","3773","2888.52","Regular Travelers","Regular Traveler"
"530950","40","172","8","160.25","F","Non_Married","No","canada","victoria","4","6","3773","2888.52","Solo","Free hotel Meal"
"530950","40","172","8","160.25","F","Non_Married","No","canada","victoria","4","6","3773","2888.52","Solo","Regular Traveler"
"530978","54","164","9","135.11","F","Married","No","usa","houston","6","10","3004","2101.31","Frequent Traveler","No Cancellation Fee"
"531006","40","88","9","72.89","M","Non_Married","Yes","usa","new york","2","4","1450","2910.06","Family Travelers","Exlcusive Discount"
"531009","52","185","8","173.63","M","Married","No","usa","san jose","5","8","3478","3120.90","Frequent Traveler","No Cancellation Fee"
"531016","40","143","8","132.00","M","Non_Married","No","usa","new york","6","8","5378.0","1682.83","Frequent Traveler","No Cancellation Fee"
"531020","48","162","8","149.88","M","Non_Married","No","usa","los angeles","5","10","2113","2325.37","Frequent Traveler","No Cancellation Fee"
"531027","46","135","9","111.78","F","Married","Yes","usa","new york","3","6","357","2885.03","Group Travelers","One Night Free Hotel with Flight"
"531031","79","139","8","129.63","F","Married","No","usa","san francisco","2","2","2784","22272.19","Group Travelers","One Night Free Hotel with Flight"
"531054","41","147","8","135.38","F","Non_Married","No","usa","tampa","4","7","2014.90","1888.24","Group Travelers","One Night Free Hotel with Flight"
"531073","33","218","9","180.44","F","Non_Married","No","usa","phoenix","4","6","1627","2168.60","Regular Travelers","Free hotel Meal"
"531073","33","218","9","180.44","F","Non_Married","No","usa","phoenix","4","6","1627","2168.60","Regular Travelers","Regular Traveler"
"531073","33","218","9","180.44","F","Non_Married","No","usa","phoenix","4","6","1627","2168.60","Solo","Free hotel Meal"
"531073","33","218","9","180.44","F","Non_Married","No","usa","phoenix","4","6","1627","2168.60","Solo","Regular Traveler"
"531094","29","110","8","101.63","F","Non_Married","No","usa","columbus","3","6","2445.60","1557.53","Group Travelers","One Night Free Hotel with Flight"
"531109","49","137","8","126.25","F","Married","Yes","usa","san francisco","4","8","511.6","1330.53","Frequent Traveler","No Cancellation Fee"
"531143","49","130","8","121.25","F","Married","No","usa","miami","4","8","2002","2578.82","Frequent Traveler","No Cancellation Fee"
"531144","56","128","8","119.75","F","Married","Yes","usa","indianapolis","3","6","1269.30","967.04","Group Travelers","One Night Free Hotel with Flight"
"531158","41","206","8","191.75","F","Non_Married","No","usa","newark","5","10","2126.2","2039.27","Frequent Traveler","No Cancellation Fee"
"531198","25","88","9","73.33","F","Non_Married","No","usa","dallas","2","2","2084","2164.65","Regular Travelers","Free hotel Meal"
"531198","25","88","9","73.33","F","Non_Married","No","usa","dallas","2","2","2084","2164.65","Regular Travelers","Regular Traveler"
"531198","25","88","9","73.33","F","Non_Married","No","usa","dallas","2","2","2084","2164.65","Solo","Free hotel Meal"
"531198","25","88","9","73.33","F","Non_Married","No","usa","dallas","2","2","2084","2164.65","Solo","Regular Traveler"
"531204","42","129","8","119.00","M","Married","No","canada","calgary","3","3","2828","2417.85","Couple Travelers","One Night Free Hotel with Flight"
"531217","52","139","8","130.25","F","Married","Yes","canada","toronto","4","8","314","2012.36","Frequent Traveler","No Cancellation Fee"
"531253","52","189","8","174.50","F","Married","Yes","usa","new york","5","8","3360.60","2502.40","Frequent Traveler","No Cancellation Fee"
"531322","38","222","9","182.33","F","Non_Married","Yes","canada","hamilton","4","6","1964.10","2163.74","Family Travelers","Exlcusive Discount"
"531344","48","76","8","71.00","F","Non_Married","No","usa","anchorage","2","4","1284","4229.07","Regular Travelers","Free hotel Meal"
"531344","48","76","8","71.00","F","Non_Married","No","usa","anchorage","2","4","1284","4229.07","Regular Travelers","Regular Traveler"
"531344","48","76","8","71.00","F","Non_Married","No","usa","anchorage","2","4","1284","4229.07","Solo","Free hotel Meal"
"531344","48","76","8","71.00","F","Non_Married","No","usa","anchorage","2","4","1284","4229.07","Solo","Regular Traveler"
"531361","32","91","8","84.75","F","Non_Married","Yes","usa","montgomery","2","4","696","6020.76","Group Travelers","One Night Free Hotel with Flight"
"531373","51","134","9","112.33","F","Non_Married","Yes","usa","riverside","3","4","1683","2737.72","Family Travelers","Exlcusive Discount"
"531386","52","143","8","134.13","F","Married","No","canada","calgary","6","10","3976","2630.08","Frequent Traveler","No Cancellation Fee"
"531427","54","165","8","468.36","F","Married","No","usa","new york","4","8","5590","3099.07","Frequent Traveler","No Cancellation Fee"
"531431","52","159","8","146.63","F","Married","No","usa","san antonio","6","12","5430.80","2339.61","Frequent Traveler","No Cancellation Fee"
"531447","56","151","8","140.63","F","Married","No","usa","newport news","5","10","2088","3354.57","Frequent Traveler","No Cancellation Fee"
"531467","34","223","8","204.75","F","Non_Married","No","usa","san antonio","5","10","4594.2","2448.29","Frequent Traveler","No Cancellation Fee"
"531471","46","179","9","147.44","F","Married","No","usa","new york","4","8","1092","1969.64","Frequent Traveler","No Cancellation Fee"
"531499","38","170","8","158.38","F","Married","No","usa","new york","3","6","3772","1808.80","Group Travelers","One Night Free Hotel with Flight"
"531511","45","159","9","129.11","F","Non_Married","No","usa","tulsa","3","6","1482","1411.41","Regular Travelers","Free hotel Meal"
"531511","45","159","9","129.11","F","Non_Married","No","usa","tulsa","3","6","1482","1411.41","Regular Travelers","Regular Traveler"
"531511","45","159","9","129.11","F","Non_Married","No","usa","tulsa","3","6","1482","1411.41","Solo","Free hotel Meal"
"531511","45","159","9","129.11","F","Non_Married","No","usa","tulsa","3","6","1482","1411.41","Solo","Regular Traveler"
"531512","39","75","8","70.38","F","Non_Married","No","usa","minneapolis","1","2","1152","1602.48","Regular Travelers","Free hotel Meal"
"531512","39","75","8","70.38","F","Non_Married","No","usa","minneapolis","1","2","1152","1602.48","Regular Travelers","Regular Traveler"
"531512","39","75","8","70.38","F","Non_Married","No","usa","minneapolis","1","2","1152","1602.48","Solo","Free hotel Meal"
"531512","39","75","8","70.38","F","Non_Married","No","usa","minneapolis","1","2","1152","1602.48","Solo","Regular Traveler"
"531557","50","165","8","152.50","F","Married","No","canada","winnipeg","6","11","5463.2","1816.38","Frequent Traveler","No Cancellation Fee"
"531568","41","135","8","125.00","F","Non_Married","No","usa","austin","5","8","1413.0","1405.94","Frequent Traveler","No Cancellation Fee"
"531625","35","100","8","93.38","F","Married","No","canada","ottawa","2","2","1034.20","1751.18","Couple Travelers","One Night Free Hotel with Flight"
"531650","35","89","8","81.88","F","Non_Married","No","canada","calgary","3","4","720","2815.89","Regular Travelers","Free hotel Meal"
"531650","35","89","8","81.88","F","Non_Married","No","canada","calgary","3","4","720","2815.89","Regular Travelers","Regular Traveler"
"531650","35","89","8","81.88","F","Non_Married","No","canada","calgary","3","4","720","2815.89","Solo","Free hotel Meal"
"531650","35","89","8","81.88","F","Non_Married","No","canada","calgary","3","4","720","2815.89","Solo","Regular Traveler"
"531654","47","308","8","999.50","F","Non_Married","No","usa","honolulu","3","6","2078.50","11255.56","Regular Travelers","Free hotel Meal"
"531654","47","308","8","999.50","F","Non_Married","No","usa","honolulu","3","6","2078.50","11255.56","Regular Travelers","Regular Traveler"
"531654","47","308","8","999.50","F","Non_Married","No","usa","honolulu","3","6","2078.50","11255.56","Solo","Free hotel Meal"
"531654","47","308","8","999.50","F","Non_Married","No","usa","honolulu","3","6","2078.50","11255.56","Solo","Regular Traveler"
"531663","48","155","9","127.11","F","Non_Married","Yes","usa","birmingham","2","4","269","1020.87","Family Travelers","Exlcusive Discount"
"531670","56","148","8","138.25","F","Married","No","usa","los angeles","3","4","3740.00","3052.12","Couple Travelers","One Night Free Hotel with Flight"
"531739","39","117","8","109.38","F","Non_Married","No","usa","tampa","4","8","2143.80","1720.37","Frequent Traveler","No Cancellation Fee"
"531744","54","168","8","156.38","F","Married","No","usa","columbus","5","8","1344","1552.71","Frequent Traveler","No Cancellation Fee"
"531745","23","200","8","726.48","F","Non_Married","No","canada","edmonton","1","2","665","16066.12","Regular Travelers","Free hotel Meal"
"531745","23","200","8","726.48","F","Non_Married","No","canada","edmonton","1","2","665","16066.12","Regular Travelers","Regular Traveler"
"531745","23","200","8","726.48","F","Non_Married","No","canada","edmonton","1","2","665","16066.12","Solo","Free hotel Meal"
"531745","23","200","8","726.48","F","Non_Married","No","canada","edmonton","1","2","665","16066.12","Solo","Regular Traveler"
"531771","52","103","8","96.75","F","Married","Yes","usa","austin","3","6","296.55","2368.95","Group Travelers","One Night Free Hotel with Flight"
"531777","39","127","8","118.63","F","Non_Married","No","usa","columbus","1","2","614","779.54","Regular Travelers","Free hotel Meal"
"531777","39","127","8","118.63","F","Non_Married","No","usa","columbus","1","2","614","779.54","Regular Travelers","Regular Traveler"
"531777","39","127","8","118.63","F","Non_Married","No","usa","columbus","1","2","614","779.54","Solo","Free hotel Meal"
"531777","39","127","8","118.63","F","Non_Married","No","usa","columbus","1","2","614","779.54","Solo","Regular Traveler"
"531789","41","116","8","107.25","F","Married","No","usa","san francisco","3","6","1646","3180.30","Couple Travelers","One Night Free Hotel with Flight"
"531795","71","84","8","78.25","F","Non_Married","No","usa","san francisco","1","2","984","2327.26","Regular Travelers","Free hotel Meal"
"531795","71","84","8","78.25","F","Non_Married","No","usa","san francisco","1","2","984","2327.26","Regular Travelers","Regular Traveler"
"531795","71","84","8","78.25","F","Non_Married","No","usa","san francisco","1","2","984","2327.26","Solo","Free hotel Meal"
"531795","71","84","8","78.25","F","Non_Married","No","usa","san francisco","1","2","984","2327.26","Solo","Regular Traveler"
"531807","38","163","9","134.22","F","Non_Married","No","usa","phoenix","3","6","934","3019.51","Regular Travelers","Free hotel Meal"
"531807","38","163","9","134.22","F","Non_Married","No","usa","phoenix","3","6","934","3019.51","Regular Travelers","Regular Traveler"
"531807","38","163","9","134.22","F","Non_Married","No","usa","phoenix","3","6","934","3019.51","Solo","Free hotel Meal"
"531807","38","163","9","134.22","F","Non_Married","No","usa","phoenix","3","6","934","3019.51","Solo","Regular Traveler"
"531824","33","194","9","161.33","F","Non_Married","No","usa","denver","4","8","802","1855.46","Frequent Traveler","No Cancellation Fee"
"531834","18","69","8","64.25","F","Non_Married","No","usa","los angeles","1","2","0","3344.70","Business Traveler","Free Checking Bag"
"531844","27","114","8","105.13","F","Non_Married","Yes","usa","columbus","1","2","2313","466.74","Family Travelers","Exlcusive Discount"
"531847","66","154","8","142.75","F","Married","No","usa","miami","2","4","1436","1675.43","Couple Travelers","One Night Free Hotel with Flight"
"531857","21","142","9","115.56","F","Non_Married","No","usa","philadelphia","2","3","918","2358.29","Regular Travelers","Free hotel Meal"
"531857","21","142","9","115.56","F","Non_Married","No","usa","philadelphia","2","3","918","2358.29","Regular Travelers","Regular Traveler"
"531857","21","142","9","115.56","F","Non_Married","No","usa","philadelphia","2","3","918","2358.29","Solo","Free hotel Meal"
"531857","21","142","9","115.56","F","Non_Married","No","usa","philadelphia","2","3","918","2358.29","Solo","Regular Traveler"
"531868","59","151","8","138.75","F","Married","Yes","canada","toronto","3","6","969.0","2239.08","Group Travelers","One Night Free Hotel with Flight"
"531884","51","107","8","98.50","F","Married","Yes","usa","chicago","4","6","7061","1814.51","Family Travelers","Exlcusive Discount"
"531921","46","165","9","135.00","F","Non_Married","No","canada","saskatoon","2","2","1071","700.04","Regular Travelers","Free hotel Meal"
"531921","46","165","9","135.00","F","Non_Married","No","canada","saskatoon","2","2","1071","700.04","Regular Travelers","Regular Traveler"
"531921","46","165","9","135.00","F","Non_Married","No","canada","saskatoon","2","2","1071","700.04","Solo","Free hotel Meal"
"531921","46","165","9","135.00","F","Non_Married","No","canada","saskatoon","2","2","1071","700.04","Solo","Regular Traveler"
